FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,WORKDAY_OPER_TIME_DC,WKEND_OPER_TIME_DC,FRE_PARKNG_AT,VALET_PARKNG_POSBL_AT,INFN_CHAIR_LEND_POSBL_AT,WCHAIR_HOLD_AT,PET_POSBL_AT,VGTR_MENU_HOLD_AT,HALAL_FOOD_HOLD_AT,GFRE_FOOD_HOLD_AT,LAST_UPDT_DE
만추 현대백화점신촌점,음식점/유흥시설,동아시아음식,중국,서울특별시,서대문구,창천동,,30-33 번지,신촌로,83,37.556189,126.935928,03789,서울특별시 서대문구 신촌로 83,서울특별시 서대문구 창천동 30-33,0231452040,월-금 10시30분-20시,토-일 10시30분-20시,Y,N,N,N,N,N,N,N,20221130
말라코,음식점/유흥시설,유럽음식,이탈리아,부산광역시,부산진구,부전동,,233-16 번지,서면로,20,35.152342,129.058176,47289,부산광역시 부산진구 서면로 20,부산광역시 부산진구 부전동  233-16,0518160012,,,N,N,N,N,N,N,N,N,20221130
맘마꾸오레,음식점/유흥시설,유럽음식,이탈리아,경기도,파주시,문발동,,609-2 번지,구절초길,21,37.71958,126.710397,10884,경기도 파주시 구절초길 21,경기도 파주시 문발동  609-2,050714073152,월-금 11시30분-21시,토-일 11시30분-21시,Y,N,N,N,N,N,N,N,20221130
맘마파스타,음식점/유흥시설,유럽음식,이탈리아,경기도,평택시,평택동,,291-4 번지,평택2로10번길,34,36.992001,127.089234,17909,경기도 평택시 평택2로10번길 34,경기도 평택시 평택동  291-4,0316559945,월-금 11시-23시,토 11시-23시,N,N,N,N,N,N,N,N,20221130
맘스키친,음식점/유흥시설,동아시아음식,일본,서울특별시,종로구,부암동,,274-1 번지,창의문로,146,37.59296,126.964466,03020,서울특별시 종로구 창의문로 146,서울특별시 종로구 부암동  274-1,023957022,월-금 11시30분-20시,토-일 11시30분-20시,N,N,N,N,N,N,N,N,20221130
맘스터치 - 다대2호점,음식점/유흥시설,북미음식,미국,부산광역시,사하구,다대동,,1548-24 번지,다대낙조1길,5,35.049236,128.965228,49505,부산광역시 사하구 다대낙조1길 5,부산광역시 사하구 다대동 1548-24,050714300097,월-금 11시-22시30분,토-일 11시-22시30분,Y,N,N,N,Y,N,N,N,20221130
맛있는하노이,음식점/유흥시설,동남아시아음식,베트남,부산광역시,부산진구,부전동,,142-11 번지,서전로9번길,8,35.158151,129.060777,47246,부산광역시 부산진구 서전로9번길 8,부산광역시 부산진구 부전동  142-11,0518095979,화-금 11시30분-21시,토 11시30분-21시,N,N,N,N,N,N,N,N,20221130
매거진,음식점/유흥시설,동남아시아음식,기타,충청남도,아산시,신창면,읍내리,469-4 번지,온천대로,815,36.775995,126.933171,31536,충청남도 아산시 온천대로 815,충청남도 아산시 신창면 읍내리 469-4,0414277779,,,N,N,N,N,N,N,N,N,20221130
매니멀스모크하우스,음식점/유흥시설,북미음식,미국,서울특별시,용산구,이태원동,,455-33 번지,녹사평대로40길,47,37.534521,126.988472,04351,서울특별시 용산구 녹사평대로40길 47,서울특별시 용산구 이태원동 455-33,050714126788,"화-목 17시-22시,금 11시30분-22시30분",토-일 11시30분-22시,N,N,N,N,N,Y,N,Y,20221130
매드베이커리,음식점/유흥시설,유럽음식,기타,서울특별시,강동구,성내동,,449-9 번지,강동대로55길,10,37.522799,127.132891,05408,서울특별시 강동구 강동대로55길 10,서울특별시 강동구 성내동  449-9,024755130,월-금 09시-20시,토-일 09시-20시,Y,N,N,N,N,N,N,N,20221130
매드포갈릭,음식점/유흥시설,유럽음식,이탈리아,서울특별시,서초구,방배동,,444-3 번지,방배천로,11,37.47771,126.982293,06693,서울특별시 서초구 방배천로 11,서울특별시 서초구 방배동  444-3,,,,Y,N,N,N,N,N,N,N,20221010
매드포갈릭,음식점/유흥시설,유럽음식,이탈리아,서울특별시,서초구,서초동,,1320-10 번지,서초대로74길,11,37.496573,127.026962,06620,서울특별시 서초구 서초대로74길 11,서울특별시 서초구 서초동  1320-10,,,,N,N,N,N,N,N,N,N,20221010
매드포갈릭,음식점/유흥시설,유럽음식,이탈리아,서울특별시,서초구,서초동,,1451-34 번지,반포대로,22,37.482829,127.012699,06716,서울특별시 서초구 반포대로 22,서울특별시 서초구 서초동  1451-34,,,,N,N,N,N,N,N,N,N,20221010
매드포갈릭,음식점/유흥시설,유럽음식,이탈리아,서울특별시,성동구,행당동,,168-151 번지,왕십리광장로,17,37.560749,127.038648,04750,서울특별시 성동구 왕십리광장로 17,서울특별시 성동구 행당동  168-151,,,,N,N,N,N,N,N,N,N,20221010
매드포갈릭,음식점/유흥시설,유럽음식,이탈리아,서울특별시,성북구,길음동,,20-1 번지,동소문로,315,37.6084,127.028744,02730,서울특별시 성북구 동소문로 315,서울특별시 성북구 길음동  20-1,,,,N,N,N,N,N,N,N,N,20221010
매드포갈릭,음식점/유흥시설,유럽음식,이탈리아,서울특별시,송파구,신천동,,29 번지,올림픽로,300,37.513994,127.104998,05551,서울특별시 송파구 올림픽로 300,서울특별시 송파구 신천동  29,,,,N,N,N,N,N,N,N,N,20221010
매드포갈릭,음식점/유흥시설,유럽음식,이탈리아,서울특별시,영등포구,영등포동4가,,442 번지,영중로,15,37.517206,126.903183,07305,서울특별시 영등포구 영중로 15,서울특별시 영등포구 영등포동4가  442,,,,N,N,N,N,N,N,N,N,20221010
매드포갈릭,음식점/유흥시설,유럽음식,이탈리아,서울특별시,종로구,신문로2가,,92 번지,새문안로,58,37.569385,126.97145,03184,서울특별시 종로구 새문안로 58,서울특별시 종로구 신문로2가  92,,,,N,N,N,N,N,N,N,N,20221010
매드포갈릭,음식점/유흥시설,유럽음식,이탈리아,서울특별시,중구,수하동,,66 번지,을지로5길,19,37.567108,126.984111,04539,서울특별시 중구 을지로5길 19,서울특별시 중구 수하동  66,,,,N,N,N,N,N,N,N,N,20221010
매드포갈릭,음식점/유흥시설,유럽음식,이탈리아,울산광역시,남구,삼산동,,1521-1 번지,삼산로,261,35.539609,129.335838,44705,울산광역시 남구 삼산로 261,울산광역시 남구 삼산동  1521-1,,,,N,N,N,N,N,N,N,N,20221010
매드포갈릭,음식점/유흥시설,유럽음식,이탈리아,울산광역시,남구,삼산동,,1569-1 번지,화합로,185,35.54199,129.338827,44705,울산광역시 남구 화합로 185,울산광역시 남구 삼산동  1569-1,,,,N,N,N,N,N,N,N,N,20221010
매드포갈릭,음식점/유흥시설,유럽음식,이탈리아,인천광역시,남동구,구월동,,1454-1 번지,예술로140번길,33,37.446659,126.702628,21573,인천광역시 남동구 예술로140번길 33,인천광역시 남동구 구월동  1454-1,,,,N,N,N,N,N,N,N,N,20221010
매드포갈릭,음식점/유흥시설,유럽음식,이탈리아,전라남도,여수시,국동,,37-16 번지,국포1로,36,34.728376,127.721524,59761,전라남도 여수시 국포1로 36,전라남도 여수시 국동  37-16,,,,N,N,N,N,N,N,N,N,20221010
매드포갈릭,음식점/유흥시설,유럽음식,이탈리아,충청남도,천안시 동남구,신부동,,354-1 번지,만남로,43,36.81933,127.157847,31120,충청남도 천안시 동남구 만남로 43,충청남도 천안시 동남구 신부동  354-1,,,,N,N,N,N,N,N,N,N,20221010
매드포갈릭 건대스타시티점,음식점/유흥시설,유럽음식,이탈리아,서울특별시,광진구,자양동,,227-7 번지,아차산로,272,37.538624,127.073082,05065,서울특별시 광진구 아차산로 272,서울특별시 광진구 자양동  227-7,024478457,월-금 11시30분-22시,토-일 11시30분-22시,Y,N,N,N,N,N,N,N,20221010
매드포갈릭 광주광천점,음식점/유흥시설,유럽음식,이탈리아,광주광역시,서구,농성동,,418-19 번지,죽봉대로,86,35.160929,126.883864,61932,광주광역시 서구 죽봉대로 86,광주광역시 서구 농성동  418-19,0623699070,월-금 11시30분-21시30분,토-일 11시30분-21시30분,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 대구현대백화점,음식점/유흥시설,유럽음식,이탈리아,대구광역시,중구,계산동2가,,200 번지,달구벌대로,2077,35.866769,128.590589,41936,대구광역시 중구 달구벌대로 2077,대구광역시 중구 계산동2가  200,0532452894,월-금 10시30분-22시,토-일 10시30분-22시,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 대전 신세계 Art & Science 점,음식점/유흥시설,유럽음식,이탈리아,대전광역시,유성구,도룡동,,3-1 번지,엑스포로,1,36.375123,127.38157,34126,대전광역시 유성구 엑스포로 1,대전광역시 유성구 도룡동  3-1,0426078514,월-금 11시-21시30분,토-일 11시-21시30분,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 대전둔산점,음식점/유흥시설,유럽음식,이탈리아,대전광역시,서구,둔산동,,1345 번지,둔산북로,56,36.355435,127.38078,35233,대전광역시 서구 둔산북로 56,대전광역시 서구 둔산동  1345,0424898516,월-금 11시30분-22시,토-일 11시30분-22시,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 도곡점,음식점/유흥시설,유럽음식,이탈리아,서울특별시,강남구,도곡동,,464 번지,언주로,123,37.487575,127.049816,06298,서울특별시 강남구 언주로 123,서울특별시 강남구 도곡동  464,025294220,월-금 11시30분-21시30분,토-일 11시30분-21시30분,N,N,N,N,N,N,N,N,20221130
매드포갈릭 딜리버리 강남구청점,음식점/유흥시설,유럽음식,이탈리아,서울특별시,강남구,삼성동,,8-2 번지,선릉로,660,37.515542,127.042332,06088,서울특별시 강남구 선릉로 660,서울특별시 강남구 삼성동  8-2,050713239836,월-금 11시-20시,토-일 11시-20시,N,N,N,N,N,N,N,N,20221130
매드포갈릭 롯데부산본점,음식점/유흥시설,유럽음식,이탈리아,부산광역시,부산진구,부전동,,503-15 번지,가야대로,772,35.156785,129.056416,47285,부산광역시 부산진구 가야대로 772,부산광역시 부산진구 부전동  503-15,0518103910,월-금 11시-21시,토-일 11시-21시,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 롯데시네마수원역점,음식점/유흥시설,유럽음식,이탈리아,경기도,수원시 권선구,서둔동,,381 번지,세화로,134,37.264218,126.99758,16621,경기도 수원시 권선구 세화로 134,경기도 수원시 권선구 서둔동  381,03180674071,월-금 11시30분-22시,토-일 11시30분-22시,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 롯데프리미엄아울렛 동부산점,음식점/유흥시설,유럽음식,이탈리아,부산광역시,기장군,기장읍,당사리,524 번지,기장해안로,147,35.192208,129.212774,46084,부산광역시 기장군 기장해안로 147,부산광역시 기장군 기장읍 당사리 524,0519012161,월-금 12시-20시30분,토-일 12시-20시30분,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 목동점,음식점/유흥시설,유럽음식,이탈리아,서울특별시,양천구,목동,,923-12 번지,목동동로,233-3,37.527848,126.871622,07995,서울특별시 양천구 목동동로 233-3,서울특별시 양천구 목동  923-12,0220611191,월-금 11시30분-22시,토-일 11시30분-22시,N,N,N,N,N,N,N,N,20221010
매드포갈릭 발산점,음식점/유흥시설,유럽음식,이탈리아,서울특별시,강서구,마곡동,,801 번지,공항대로,236,37.558536,126.833753,07805,서울특별시 강서구 공항대로 236,서울특별시 강서구 마곡동  801,0226590889,월-금 11시30분-22시,토-일 11시30분-22시,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 봉은사 아이파크타워점,음식점/유흥시설,유럽음식,이탈리아,서울특별시,강남구,삼성동,,160 번지,영동대로,520,37.51364,127.061137,06170,서울특별시 강남구 영동대로 520,서울특별시 강남구 삼성동  160,025386103,월-금 11시30분-22시,토-일 11시30분-22시,N,N,N,N,N,N,N,N,20221130
매드포갈릭 부천중동현대점,음식점/유흥시설,유럽음식,이탈리아,경기도,부천시,중동,,1164 번지,길주로,180,37.504318,126.762084,14546,경기도 부천시 길주로 180,경기도 부천시 중동  1164,0326231530,월-금 11시-21시,토-일 11시-21시,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 분당서현점,음식점/유흥시설,유럽음식,이탈리아,경기도,성남시 분당구,서현동,,268-1 번지,분당로53번길,22,37.384268,127.122821,13591,경기도 성남시 분당구 분당로53번길 22,경기도 성남시 분당구 서현동  268-1,0317058120,월-금 11시30분-22시,토-일 11시30분-22시,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 상암MBC점,음식점/유흥시설,유럽음식,이탈리아,서울특별시,마포구,상암동,,1604 번지,성암로,255,37.580342,126.891904,03925,서울특별시 마포구 성암로 255,서울특별시 마포구 상암동  1604,0231510533,월-금 11시30분-22시,토-일 11시30분-22시,Y,N,N,N,N,N,N,N,20221010
매드포갈릭 수원인계점,음식점/유흥시설,유럽음식,이탈리아,경기도,수원시 팔달구,인계동,,1124 번지,권광로,178,37.263278,127.033061,16488,경기도 수원시 팔달구 권광로 178,경기도 수원시 팔달구 인계동 1124 한국교직원공제회 경기회관,0312244458,월-금 11시30분-22시,토-일 11시30분-22시,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 신세계백화점 의정부점,음식점/유흥시설,유럽음식,이탈리아,경기도,의정부시,의정부동,,168-54 번지,평화로,525,37.738727,127.045922,11696,경기도 의정부시 평화로 525,경기도 의정부시 의정부동  168-54,03180820912,월-금 11시-21시,토-일 11시-21시,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 안성스타필드점,음식점/유흥시설,유럽음식,이탈리아,경기도,안성시,공도읍,진사리,354 번지,서동대로,3930-39,36.994633,127.14725,17563,경기도 안성시 서동대로 3930-39,경기도 안성시 공도읍 진사리 354,03180921675,월-금 11시-22시,토-일 11시-22시,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 안양범계점,음식점/유흥시설,유럽음식,이탈리아,경기도,안양시 동안구,호계동,,1043 번지,시민대로,210,37.391862,126.954282,14072,경기도 안양시 동안구 시민대로 210,경기도 안양시 동안구 호계동  1043,0314768968,월-금 11시30분-21시,토-일 11시30분-21시,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 여의도점,음식점/유흥시설,유럽음식,이탈리아,서울특별시,영등포구,여의도동,,23-9 번지,국제금융로2길,28,37.524088,126.924499,07325,서울특별시 영등포구 국제금융로2길 28,서울특별시 영등포구 여의도동  23-9,023227315,,,N,N,N,N,N,N,N,N,20221010
매드포갈릭 일산웨스턴돔점,음식점/유흥시설,유럽음식,이탈리아,경기도,고양시 일산동구,장항동,,868 번지,정발산로,24,37.655002,126.772684,10403,경기도 고양시 일산동구 정발산로 24,경기도 고양시 일산동구 장항동  868,0319032644,월-금 11시30분-22시,토-일 11시30분-22시,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 창원점,음식점/유흥시설,유럽음식,이탈리아,경상남도,창원시 성산구,상남동,,78-4 번지,중앙대로100번길,9,35.223237,128.680573,51494,경상남도 창원시 성산구 중앙대로100번길 9,경상남도 창원시 성산구 상남동  78-4,0552891056,수-금 11시30분-21시,토-일 11시30분-21시,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 타임테라스동탄점,음식점/유흥시설,유럽음식,이탈리아,경기도,화성시,반송동,,96 번지,동탄중앙로,220,37.205174,127.069446,18445,경기도 화성시 동탄중앙로 220,경기도 화성시 반송동  96,03180153971,월-금 11시-22시,토-일 11시-22시,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 판교라스트리트점,음식점/유흥시설,유럽음식,이탈리아,경기도,성남시 분당구,백현동,,531 번지,대왕판교로606번길,10,37.395133,127.109214,13530,경기도 성남시 분당구 대왕판교로606번길 10,경기도 성남시 분당구 백현동  531,0317038920,월-금 11시-21시,토-일 11시-21시,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 평택AK플라자점,음식점/유흥시설,유럽음식,이탈리아,경기도,평택시,평택동,,185-579 번지,평택로,51,36.99122,127.084605,17917,경기도 평택시 평택로 51,경기도 평택시 평택동  185-579,0316466107,10시30분-21시,10시30분-21시,Y,N,N,N,N,N,N,N,20221130
매드포갈릭 합정점,음식점/유흥시설,유럽음식,이탈리아,서울특별시,마포구,합정동,,473 번지,월드컵로3길,14,37.55111,126.912198,04024,서울특별시 마포구 월드컵로3길 14,서울특별시 마포구 합정동  473,023227315,월-금 11시30분-21시,토-일 11시30분-21시,Y,N,N,N,N,N,N,N,20221010
